,卡片记录编码,交易金额,实际交易金额,交易时间,公司名称,线路名称,车牌号,经度,纬度,stop,站点,true_stop
17857,151004259,2,1.0,2014-06-10 12:30:06,西部公共汽车,334路,粤BH0047,113.928886,22.49924,21,粤海门村,64
18632,360768217,2,1.6,2014-06-10 12:31:03,西部公共汽车,334路,粤BH0047,113.928031,22.503517,21,粤海门村,64
18362,321990570,2,1.6,2014-06-10 12:39:44,西部公共汽车,334路,粤BH0047,113.937767,22.535249,21,粤海门村,64
18608,328665419,2,1.6,2014-06-10 12:39:56,西部公共汽车,334路,粤BH0047,113.938262,22.535417,62,深港产学研基地,59
18369,322616141,2,1.6,2014-06-10 12:41:10,西部公共汽车,334路,粤BH0047,113.940994,22.539222,62,深港产学研基地,59
17987,180036100,2,1.2,2014-06-10 12:47:34,西部公共汽车,334路,粤BH0047,113.940399,22.552066,10,科苑立交南,53
18019,291910992,2,1.6,2014-06-10 12:54:31,西部公共汽车,334路,粤BH0047,113.948532,22.563716,4,松坪学校小学部,48
18451,323864653,2,1.6,2014-06-10 12:54:34,西部公共汽车,334路,粤BH0047,113.94902,22.563711,4,松坪学校小学部,48
18622,330532043,2,1.6,2014-06-10 13:02:56,西部公共汽车,334路,粤BH0047,113.968399,22.567649,41,鼎胜山邻,44
18524,327468599,2,1.6,2014-06-10 13:13:51,西部公共汽车,334路,粤BH0047,114.01847,22.559736,22,北环香蜜立交,39
18466,326145419,2,1.6,2014-06-10 13:16:10,西部公共汽车,334路,粤BH0047,114.03181399999998,22.561616,69,深圳石油大厦,66
17991,251196638,2,1.0,2014-06-10 13:17:12,西部公共汽车,334路,粤BH0047,114.035079,22.562183,24,广中医深圳医院,37
18453,324463191,2,1.6,2014-06-10 13:17:13,西部公共汽车,334路,粤BH0047,114.035079,22.562183,24,广中医深圳医院,37
18606,328299144,2,1.6,2014-06-10 13:17:15,西部公共汽车,334路,粤BH0047,114.035079,22.562183,24,广中医深圳医院,37
17986,180019596,2,1.6,2014-06-10 13:19:55,西部公共汽车,334路,粤BH0047,114.036186,22.566566,61,下梅林市场,67
18602,328118862,2,1.6,2014-06-10 13:23:23,西部公共汽车,334路,粤BH0047,114.03968,22.569665,25,梅林二村,34
18356,321790402,2,1.2,2014-06-10 13:23:33,西部公共汽车,334路,粤BH0047,114.03968,22.569665,25,梅林二村,34
17853,80254412,2,1.6,2014-06-10 13:23:57,西部公共汽车,334路,粤BH0047,114.03986299999998,22.569784,25,梅林二村,34
18627,360429500,2,1.6,2014-06-10 13:24:28,西部公共汽车,334路,粤BH0047,114.040519,22.570049,25,梅林二村,34
17984,151094239,2,1.0,2014-06-10 13:25:43,西部公共汽车,334路,粤BH0047,114.045494,22.571308,68,梅林三村,33
18639,361369224,2,1.6,2014-06-10 13:27:13,西部公共汽车,334路,粤BH0047,114.051803,22.571149,59,中康公园,31
17859,151082843,2,1.0,2014-06-10 13:27:50,西部公共汽车,334路,粤BH0047,114.053421,22.571035,59,中康公园,31
17851,50540598,2,1.0,2014-06-10 13:27:52,西部公共汽车,334路,粤BH0047,114.053421,22.571035,59,中康公园,31
18334,294319829,2,1.6,2014-06-10 13:27:57,西部公共汽车,334路,粤BH0047,114.053833,22.571083,59,中康公园,31
17992,251398179,2,1.0,2014-06-10 13:30:33,西部公共汽车,334路,粤BH0047,114.057518,22.571117,58,凯丰花园,29
18358,321928339,2,1.6,2014-06-10 13:46:10,西部公共汽车,334路,粤BH0047,114.040618,22.610332,16,横岭,26
17990,251183101,2,1.0,2014-06-10 13:46:17,西部公共汽车,334路,粤BH0047,114.040618,22.610332,16,横岭,26
18526,327561737,2,1.2,2014-06-10 13:49:07,西部公共汽车,334路,粤BH0047,114.038131,22.615499,48,民康路口,24
18360,321931076,2,1.2,2014-06-10 13:49:12,西部公共汽车,334路,粤BH0047,114.037979,22.615695,48,民康路口,24
18328,293650342,2,1.6,2014-06-10 13:49:19,西部公共汽车,334路,粤BH0047,114.037666,22.616327,48,民康路口,24
18460,325658119,2,1.6,2014-06-10 13:49:23,西部公共汽车,334路,粤BH0047,114.037666,22.616327,48,民康路口,24
18440,322854076,2,1.6,2014-06-10 13:52:26,西部公共汽车,334路,粤BH0047,114.035217,22.622522,3,沙元埔,23
18629,360497148,2,1.6,2014-06-10 13:54:39,西部公共汽车,334路,粤BH0047,114.033767,22.627117,30,沙吓,21
18448,323156004,2,1.6,2014-06-10 13:54:45,西部公共汽车,334路,粤BH0047,114.03347,22.628095,30,沙吓,21
18447,323105603,2,1.6,2014-06-10 14:02:26,西部公共汽车,334路,粤BH0047,114.037567,22.641767,60,牛栏前市场,18
18605,328248460,2,1.6,2014-06-10 14:02:32,西部公共汽车,334路,粤BH0047,114.037567,22.641767,60,牛栏前市场,18
18345,296091965,2,1.6,2014-06-10 14:05:42,西部公共汽车,334路,粤BH0047,114.048431,22.637966,31,利金城工业园,15
18332,293977123,2,1.6,2014-06-10 14:05:44,西部公共汽车,334路,粤BH0047,114.048431,22.637966,31,利金城工业园,15
18026,292796059,2,1.2,2014-06-10 14:13:02,西部公共汽车,334路,粤BH0047,114.058692,22.638055,15,坂田市场,13
4709,280125545,5,3.9,2014-06-10 07:57:37,西部公共汽车,334路,粤BH1231,114.0326,22.618467000000006,48,民康路口,24
8344,293734583,4,3.15,2014-06-10 07:57:40,西部公共汽车,334路,粤BH1231,114.033027,22.618715,48,民康路口,24
8243,361156516,4,3.15,2014-06-10 07:57:41,西部公共汽车,334路,粤BH1231,114.033027,22.618715,48,民康路口,24
8350,294371457,5,3.9,2014-06-10 07:57:46,西部公共汽车,334路,粤BH1231,114.033027,22.618715,48,民康路口,24
8395,321864722,6,4.65,2014-06-10 07:57:50,西部公共汽车,334路,粤BH1231,114.032913,22.618717,48,民康路口,24
4713,290184356,5,3.9,2014-06-10 07:57:52,西部公共汽车,334路,粤BH1231,114.032913,22.618717,48,民康路口,24
8385,297378490,4,3.15,2014-06-10 07:57:59,西部公共汽车,334路,粤BH1231,114.033317,22.618932,48,民康路口,24
8354,295471676,4,3.15,2014-06-10 07:58:00,西部公共汽车,334路,粤BH1231,114.033317,22.618932,48,民康路口,24
8123,322935770,4,3.15,2014-06-10 07:58:02,西部公共汽车,334路,粤BH1231,114.033317,22.618932,48,民康路口,24
8390,321252649,6,4.65,2014-06-10 07:58:13,西部公共汽车,334路,粤BH1231,114.033317,22.618932,48,民康路口,24
4714,290675115,6,4.65,2014-06-10 07:58:15,西部公共汽车,334路,粤BH1231,114.033317,22.618932,48,民康路口,24
8332,291108582,4,3.15,2014-06-10 07:58:19,西部公共汽车,334路,粤BH1231,114.033836,22.619152,48,民康路口,24
8128,323956232,4,3.15,2014-06-10 07:58:22,西部公共汽车,334路,粤BH1231,114.033836,22.619152,48,民康路口,24
4712,285031509,4,3.15,2014-06-10 07:58:25,西部公共汽车,334路,粤BH1231,114.033836,22.619152,48,民康路口,24
8261,328351135,4,3.15,2014-06-10 07:58:31,西部公共汽车,334路,粤BH1231,114.033782,22.619182,48,民康路口,24
8257,327220540,5,3.9,2014-06-10 07:58:36,西部公共汽车,334路,粤BH1231,114.033782,22.619182,48,民康路口,24
4705,23534966,4,3.15,2014-06-10 07:58:40,西部公共汽车,334路,粤BH1231,114.034454,22.619485,48,民康路口,24
8108,330261327,4,3.15,2014-06-10 07:58:42,西部公共汽车,334路,粤BH1231,114.034454,22.619485,48,民康路口,24
8121,322914214,4,3.15,2014-06-10 07:58:53,西部公共汽车,334路,粤BH1231,114.034416,22.619516,48,民康路口,24
8130,325151324,5,3.9,2014-06-10 07:58:56,西部公共汽车,334路,粤BH1231,114.034416,22.619516,48,民康路口,24
8265,329402219,4,3.15,2014-06-10 07:59:01,西部公共汽车,334路,粤BH1231,114.035652,22.620166,48,民康路口,24
4578,20716640,4,2.75,2014-06-10 07:59:03,西部公共汽车,334路,粤BH1231,114.035652,22.620166,48,民康路口,24
8266,329402523,4,3.15,2014-06-10 07:59:08,西部公共汽车,334路,粤BH1231,114.035652,22.620166,48,民康路口,24
8107,330159152,4,3.15,2014-06-10 07:59:12,西部公共汽车,334路,粤BH1231,114.035652,22.620166,48,民康路口,24
8384,296422246,4,3.15,2014-06-10 07:59:16,西部公共汽车,334路,粤BH1231,114.035652,22.620166,48,民康路口,24
8129,324685849,5,3.9,2014-06-10 07:59:22,西部公共汽车,334路,粤BH1231,114.035652,22.620166,48,民康路口,24
4715,290743968,4,3.15,2014-06-10 07:59:29,西部公共汽车,334路,粤BH1231,114.035919,22.619735,48,民康路口,24
4703,23374527,4,3.15,2014-06-10 07:59:35,西部公共汽车,334路,粤BH1231,114.035919,22.619735,48,民康路口,24
8391,321385329,4,3.15,2014-06-10 07:59:37,西部公共汽车,334路,粤BH1231,114.035919,22.619735,48,民康路口,24
8260,328239530,4,3.15,2014-06-10 07:59:39,西部公共汽车,334路,粤BH1231,114.03598,22.619649,48,民康路口,24
8262,328402280,4,3.15,2014-06-10 07:59:45,西部公共汽车,334路,粤BH1231,114.03598,22.619649,48,民康路口,24
8256,327071301,4,3.15,2014-06-10 07:59:53,西部公共汽车,334路,粤BH1231,114.03598,22.619649,48,民康路口,24
8394,321812165,6,4.65,2014-06-10 07:59:59,西部公共汽车,334路,粤BH1231,114.03617,22.619152,48,民康路口,24
8117,360933920,4,3.15,2014-06-10 08:00:03,西部公共汽车,334路,粤BH1231,114.03617,22.619152,48,民康路口,24
4706,23545703,4,3.15,2014-06-10 08:00:05,西部公共汽车,334路,粤BH1231,114.03617,22.619152,48,民康路口,24
8255,327023226,2,1.6,2014-06-10 08:00:33,西部公共汽车,334路,粤BH1231,114.03672,22.61795,48,民康路口,24
8258,327515757,2,1.6,2014-06-10 08:00:36,西部公共汽车,334路,粤BH1231,114.03672,22.61795,48,民康路口,24
8348,293956639,6,4.65,2014-06-10 08:00:46,西部公共汽车,334路,粤BH1231,114.036796,22.617816,48,民康路口,24
8246,361342904,5,3.9,2014-06-10 08:00:53,西部公共汽车,334路,粤BH1231,114.036796,22.617816,48,民康路口,24
8343,293143014,2,1.6,2014-06-10 08:00:59,西部公共汽车,334路,粤BH1231,114.037033,22.617216,48,民康路口,24
8112,360452636,4,3.15,2014-06-10 08:01:05,西部公共汽车,334路,粤BH1231,114.037033,22.617216,48,民康路口,24
8102,329452374,4,2.75,2014-06-10 08:01:10,西部公共汽车,334路,粤BH1231,114.037033,22.617216,48,民康路口,24
8349,294095102,4,3.15,2014-06-10 08:01:12,西部公共汽车,334路,粤BH1231,114.037033,22.617216,48,民康路口,24
8126,323421321,4,3.15,2014-06-10 08:01:16,西部公共汽车,334路,粤BH1231,114.036933,22.617549,48,民康路口,24
8392,321615646,4,3.15,2014-06-10 08:01:17,西部公共汽车,334路,粤BH1231,114.036933,22.617549,48,民康路口,24
8132,325451651,2,1.6,2014-06-10 08:01:19,西部公共汽车,334路,粤BH1231,114.037384,22.616479,48,民康路口,24
8259,328156062,4,3.15,2014-06-10 08:01:23,西部公共汽车,334路,粤BH1231,114.036933,22.617549,48,民康路口,24
8116,360855955,4,3.15,2014-06-10 08:01:25,西部公共汽车,334路,粤BH1231,114.036933,22.617549,48,民康路口,24
8122,322931718,4,3.15,2014-06-10 08:01:33,西部公共汽车,334路,粤BH1231,114.037612,22.616233,48,民康路口,24
4704,23463482,4,2.75,2014-06-10 08:01:35,西部公共汽车,334路,粤BH1231,114.037612,22.616233,48,民康路口,24
4575,20066113,4,3.15,2014-06-10 08:01:38,西部公共汽车,334路,粤BH1231,114.037696,22.616233,48,民康路口,24
4702,23324691,4,3.15,2014-06-10 08:01:42,西部公共汽车,334路,粤BH1231,114.037696,22.616233,48,民康路口,24
8104,329645164,5,3.9,2014-06-10 08:02:29,西部公共汽车,334路,粤BH1231,114.03865,22.614383,48,民康路口,24
8254,326910882,4,3.15,2014-06-10 08:02:41,西部公共汽车,334路,粤BH1231,114.03865,22.614349,48,民康路口,24
8353,294820959,4,3.15,2014-06-10 08:02:50,西部公共汽车,334路,粤BH1231,114.03865,22.614349,48,民康路口,24
8333,291119647,4,3.15,2014-06-10 08:02:58,西部公共汽车,334路,粤BH1231,114.038635,22.614349,48,民康路口,24
8389,321171734,4,3.15,2014-06-10 08:03:01,西部公共汽车,334路,粤BH1231,114.038635,22.614349,48,民康路口,24
8115,360826869,4,3.15,2014-06-10 08:03:07,西部公共汽车,334路,粤BH1231,114.038635,22.614349,48,民康路口,24
8103,329459721,4,3.15,2014-06-10 08:03:12,西部公共汽车,334路,粤BH1231,114.038635,22.614349,48,民康路口,24
8393,321709684,4,3.15,2014-06-10 08:03:16,西部公共汽车,334路,粤BH1231,114.038635,22.614349,48,民康路口,24
8125,323021899,4,3.15,2014-06-10 08:03:23,西部公共汽车,334路,粤BH1231,114.038619,22.614349,48,民康路口,24
4711,281204521,4,3.15,2014-06-10 08:03:25,西部公共汽车,334路,粤BH1231,114.038619,22.614349,48,民康路口,24
8118,361007064,4,3.15,2014-06-10 08:03:27,西部公共汽车,334路,粤BH1231,114.038619,22.614349,48,民康路口,24
4577,20676511,4,3.15,2014-06-10 08:03:30,西部公共汽车,334路,粤BH1231,114.038619,22.614349,48,民康路口,24
8396,321930885,4,3.15,2014-06-10 08:03:34,西部公共汽车,334路,粤BH1231,114.038619,22.614349,48,民康路口,24
8346,293800234,5,3.9,2014-06-10 08:03:37,西部公共汽车,334路,粤BH1231,114.038619,22.614349,48,民康路口,24
8342,293096816,4,3.15,2014-06-10 08:03:39,西部公共汽车,334路,粤BH1231,114.038619,22.614349,48,民康路口,24
8106,329904116,4,3.15,2014-06-10 08:03:42,西部公共汽车,334路,粤BH1231,114.038619,22.614349,48,民康路口,24
8334,291137154,4,3.15,2014-06-10 08:03:47,西部公共汽车,334路,粤BH1231,114.038619,22.614349,48,民康路口,24
8245,361283006,4,3.15,2014-06-10 08:05:47,西部公共汽车,334路,粤BH1231,114.040634,22.609083,16,横岭,26
8111,360325672,4,3.15,2014-06-10 08:05:53,西部公共汽车,334路,粤BH1231,114.040634,22.609083,16,横岭,26
8386,298872021,4,3.15,2014-06-10 08:05:58,西部公共汽车,334路,粤BH1231,114.040634,22.609083,16,横岭,26
8127,323472749,4,3.15,2014-06-10 08:05:59,西部公共汽车,334路,粤BH1231,114.040634,22.609083,16,横岭,26
8248,326024822,4,3.15,2014-06-10 08:06:01,西部公共汽车,334路,粤BH1231,114.040634,22.609083,16,横岭,26
8338,292694961,4,3.15,2014-06-10 08:06:09,西部公共汽车,334路,粤BH1231,114.039733,22.608049,29,惠鑫公寓,27
4708,180032902,4,3.15,2014-06-10 08:06:13,西部公共汽车,334路,粤BH1231,114.039733,22.608049,29,惠鑫公寓,27
8398,322234461,4,3.15,2014-06-10 08:06:40,西部公共汽车,334路,粤BH1231,114.038917,22.607583,29,惠鑫公寓,27
8131,325432380,4,3.15,2014-06-10 08:06:54,西部公共汽车,334路,粤BH1231,114.038917,22.607583,29,惠鑫公寓,27
8120,322895294,4,3.15,2014-06-10 08:07:03,西部公共汽车,334路,粤BH1231,114.038917,22.607583,29,惠鑫公寓,27
8400,322462489,5,3.9,2014-06-10 08:07:15,西部公共汽车,334路,粤BH1231,114.038932,22.607583,29,惠鑫公寓,27
8402,322526006,4,3.15,2014-06-10 08:09:55,西部公共汽车,334路,粤BH1231,114.04,22.605382,29,惠鑫公寓,27
8264,328822733,4,3.15,2014-06-10 08:09:58,西部公共汽车,334路,粤BH1231,114.040702,22.60465,29,惠鑫公寓,27
8133,322706967,4,3.15,2014-06-10 08:10:00,西部公共汽车,334路,粤BH1231,114.040702,22.60465,29,惠鑫公寓,27
8251,326566384,4,3.15,2014-06-10 08:10:03,西部公共汽车,334路,粤BH1231,114.040702,22.60465,29,惠鑫公寓,27
8339,292717964,3,2.4,2014-06-10 08:10:06,西部公共汽车,334路,粤BH1231,114.041549,22.603628,29,惠鑫公寓,27
8113,360469973,4,3.15,2014-06-10 08:10:09,西部公共汽车,334路,粤BH1231,114.041816,22.603384,29,惠鑫公寓,27
8267,329425711,3,2.4,2014-06-10 08:10:17,西部公共汽车,334路,粤BH1231,114.041816,22.603384,29,惠鑫公寓,27
8340,292794487,4,3.15,2014-06-10 08:10:24,西部公共汽车,334路,粤BH1231,114.041816,22.603384,29,惠鑫公寓,27
8250,326167012,4,3.15,2014-06-10 08:10:50,西部公共汽车,334路,粤BH1231,114.043151,22.601667000000006,29,惠鑫公寓,27
8345,293773450,4,3.15,2014-06-10 08:10:54,西部公共汽车,334路,粤BH1231,114.043151,22.601667000000006,29,惠鑫公寓,27
8399,322425974,3,2.4,2014-06-10 08:11:05,西部公共汽车,334路,粤BH1231,114.043151,22.601667000000006,29,惠鑫公寓,27
8263,328646350,4,3.15,2014-06-10 08:11:10,西部公共汽车,334路,粤BH1231,114.043617,22.600616,9,民乐地铁站,28
8101,322577429,4,3.15,2014-06-10 08:11:14,西部公共汽车,334路,粤BH1231,114.043617,22.600616,9,民乐地铁站,28
18904,294473025,2,1.6,2014-06-10 12:36:18,西部公共汽车,334路,粤BH1231,114.072196,22.654632,26,雪象新村,1
18879,280279053,2,1.6,2014-06-10 12:40:24,西部公共汽车,334路,粤BH1231,114.060554,22.661491,37,岗头村委,3
18885,290716627,2,1.6,2014-06-10 12:43:17,西部公共汽车,334路,粤BH1231,114.055816,22.661691,17,岗头市场南,5
18880,280577184,3,2.4,2014-06-10 12:46:01,西部公共汽车,334路,粤BH1231,114.060386,22.653432,23,华为单身公寓北,8
18960,294639562,3,2.4,2014-06-10 12:46:24,西部公共汽车,334路,粤BH1231,114.06163,22.652423,23,华为单身公寓北,8
18896,292981973,2,1.6,2014-06-10 12:48:11,西部公共汽车,334路,粤BH1231,114.06108799999998,22.647455,52,万科城实验学校,9
18968,320335319,2,1.6,2014-06-10 12:48:16,西部公共汽车,334路,粤BH1231,114.06105,22.648149,52,万科城实验学校,9
18970,320782459,2,1.6,2014-06-10 12:51:44,西部公共汽车,334路,粤BH1231,114.061935,22.6389,49,坂田路口西,12
18996,329777658,2,1.2,2014-06-10 12:53:05,西部公共汽车,334路,粤BH1231,114.057899,22.637508,15,坂田市场,13
18844,30033283,2,1.6,2014-06-10 12:56:19,西部公共汽车,334路,粤BH1231,114.052551,22.636915,31,利金城工业园,15
19103,361216842,2,1.6,2014-06-10 12:57:14,西部公共汽车,334路,粤BH1231,114.04988,22.6378,31,利金城工业园,15
18898,293167920,2,1.6,2014-06-10 12:57:18,西部公共汽车,334路,粤BH1231,114.04988,22.6378,31,利金城工业园,15
18999,330143408,2,1.6,2014-06-10 13:00:57,西部公共汽车,334路,粤BH1231,114.039543,22.641166,7,上油松村,17
18982,323401329,2,1.6,2014-06-10 13:01:07,西部公共汽车,334路,粤BH1231,114.037994,22.641799,7,上油松村,17
18986,325742897,2,1.6,2014-06-10 13:02:35,西部公共汽车,334路,粤BH1231,114.035255,22.642621,60,牛栏前市场,18
18888,291631727,2,1.6,2014-06-10 13:02:47,西部公共汽车,334路,粤BH1231,114.035255,22.642621,60,牛栏前市场,18
18995,329700704,2,1.6,2014-06-10 13:02:49,西部公共汽车,334路,粤BH1231,114.035255,22.642621,60,牛栏前市场,18
18892,292211875,2,1.2,2014-06-10 13:06:05,西部公共汽车,334路,粤BH1231,114.031982,22.639116,19,万众城,19
18994,329694347,2,1.6,2014-06-10 13:06:52,西部公共汽车,334路,粤BH1231,114.031578,22.636192,35,牛栏前,20
18981,323222586,2,1.6,2014-06-10 13:06:58,西部公共汽车,334路,粤BH1231,114.031578,22.636192,35,牛栏前,20
18971,320989987,2,1.6,2014-06-10 13:07:15,西部公共汽车,334路,粤BH1231,114.031906,22.634508,35,牛栏前,20
18886,291143052,2,1.6,2014-06-10 13:07:25,西部公共汽车,334路,粤BH1231,114.032051,22.634466,35,牛栏前,20
18841,20602323,2,1.2,2014-06-10 13:07:28,西部公共汽车,334路,粤BH1231,114.032051,22.634466,35,牛栏前,20
19101,360023370,2,1.6,2014-06-10 13:07:36,西部公共汽车,334路,粤BH1231,114.032051,22.634466,35,牛栏前,20
18893,292302194,2,1.6,2014-06-10 13:07:40,西部公共汽车,334路,粤BH1231,114.032051,22.634466,35,牛栏前,20
18976,321864205,2,1.6,2014-06-10 13:10:15,西部公共汽车,334路,粤BH1231,114.031837,22.631036,30,沙吓,21
18961,294793883,2,1.2,2014-06-10 13:10:21,西部公共汽车,334路,粤BH1231,114.03215,22.63165,30,沙吓,21
18984,323557295,2,1.6,2014-06-10 13:12:33,西部公共汽车,334路,粤BH1231,114.032546,22.6296,30,沙吓,21
18992,329201620,2,1.6,2014-06-10 13:12:38,西部公共汽车,334路,粤BH1231,114.032546,22.6296,30,沙吓,21
19000,330144686,7,5.3,2014-06-10 13:13:39,西部公共汽车,334路,粤BH1231,114.033782,22.626649,30,沙吓,21
18987,326386157,4,3.15,2014-06-10 13:14:05,西部公共汽车,334路,粤BH1231,114.03408,22.625799,30,沙吓,21
18883,285084178,2,1.6,2014-06-10 13:14:10,西部公共汽车,334路,粤BH1231,114.03408,22.625799,30,沙吓,21
18900,293252841,2,1.2,2014-06-10 13:14:14,西部公共汽车,334路,粤BH1231,114.03408,22.625799,30,沙吓,21
18851,251028388,2,1.0,2014-06-10 13:15:33,西部公共汽车,334路,粤BH1231,114.034881,22.622844,3,沙元埔,23
18906,294533840,4,3.15,2014-06-10 13:15:50,西部公共汽车,334路,粤BH1231,114.035301,22.621622,3,沙元埔,23
18895,292530534,4,3.15,2014-06-10 13:15:53,西部公共汽车,334路,粤BH1231,114.035301,22.621622,3,沙元埔,23
19102,360671793,6,4.25,2014-06-10 13:16:07,西部公共汽车,334路,粤BH1231,114.035461,22.621076,3,沙元埔,23
19105,361369562,2,1.6,2014-06-10 13:16:49,西部公共汽车,334路,粤BH1231,114.036094,22.619272,48,民康路口,24
18973,321363926,3,2.4,2014-06-10 13:18:26,西部公共汽车,334路,粤BH1231,114.037544,22.615976,48,民康路口,24
18882,280764891,5,3.9,2014-06-10 13:20:11,西部公共汽车,334路,粤BH1231,114.040481,22.610216,16,横岭,26
18998,329900968,5,3.9,2014-06-10 13:20:18,西部公共汽车,334路,粤BH1231,114.040481,22.610216,16,横岭,26
18966,297602350,2,1.2,2014-06-10 13:23:02,西部公共汽车,334路,粤BH1231,114.040069,22.60535,29,惠鑫公寓,27
18990,327463034,2,1.6,2014-06-10 13:23:05,西部公共汽车,334路,粤BH1231,114.040069,22.60535,29,惠鑫公寓,27
18985,325000410,2,1.2,2014-06-10 13:26:14,西部公共汽车,334路,粤BH1231,114.044898,22.597116,9,民乐地铁站,28
19110,700250751,4,2.75,2014-06-10 13:26:19,西部公共汽车,334路,粤BH1231,114.044898,22.597116,9,民乐地铁站,28
18965,296421109,2,1.2,2014-06-10 13:26:24,西部公共汽车,334路,粤BH1231,114.045265,22.596755,9,民乐地铁站,28
19100,330825759,4,2.75,2014-06-10 13:26:29,西部公共汽车,334路,粤BH1231,114.044898,22.597116,9,民乐地铁站,28
18897,293036987,2,1.6,2014-06-10 13:26:33,西部公共汽车,334路,粤BH1231,114.044898,22.597116,9,民乐地铁站,28
18843,23591552,2,1.6,2014-06-10 13:31:38,西部公共汽车,334路,粤BH1231,114.060447,22.571199,58,凯丰花园,29
18884,290321624,2,1.6,2014-06-10 13:31:51,西部公共汽车,334路,粤BH1231,114.059425,22.571111,58,凯丰花园,29
18975,321799681,3,2.4,2014-06-10 13:31:59,西部公共汽车,334路,粤BH1231,114.059799,22.571166,58,凯丰花园,29
18902,293755399,3,2.4,2014-06-10 13:32:01,西部公共汽车,334路,粤BH1231,114.059799,22.571166,58,凯丰花园,29
19109,700047095,2,1.2,2014-06-10 13:32:09,西部公共汽车,334路,粤BH1231,114.058937,22.571184,58,凯丰花园,29
18894,292309076,4,3.15,2014-06-10 13:36:20,西部公共汽车,334路,粤BH1231,114.052848,22.571149,59,中康公园,31
19098,330346025,4,3.15,2014-06-10 13:36:22,西部公共汽车,334路,粤BH1231,114.052848,22.571149,59,中康公园,31
19097,330302238,2,1.6,2014-06-10 13:41:19,西部公共汽车,334路,粤BH1231,114.039199,22.569549,25,梅林二村,34
18852,280268677,2,1.6,2014-06-10 13:41:24,西部公共汽车,334路,粤BH1231,114.039199,22.569549,25,梅林二村,34
18850,251024495,2,1.0,2014-06-10 13:44:53,西部公共汽车,334路,粤BH1231,114.032943,22.564476000000006,24,广中医深圳医院,37
18845,50406778,2,1.0,2014-06-10 13:44:57,西部公共汽车,334路,粤BH1231,114.032943,22.564476000000006,24,广中医深圳医院,37
18983,323494975,2,1.2,2014-06-10 13:45:00,西部公共汽车,334路,粤BH1231,114.032943,22.564476000000006,24,广中医深圳医院,37
18849,250034974,2,1.0,2014-06-10 13:45:02,西部公共汽车,334路,粤BH1231,114.032943,22.564476000000006,24,广中医深圳医院,37
19108,680841729,2,1.6,2014-06-10 13:45:16,西部公共汽车,334路,粤BH1231,114.032844,22.562959,24,广中医深圳医院,37
18903,294133424,2,1.6,2014-06-10 13:45:19,西部公共汽车,334路,粤BH1231,114.032844,22.562959,24,广中医深圳医院,37
18847,80402185,2,1.2,2014-06-10 13:45:30,西部公共汽车,334路,粤BH1231,114.032844,22.562959,24,广中医深圳医院,37
18969,320557073,2,1.6,2014-06-10 13:46:18,西部公共汽车,334路,粤BH1231,114.031005,22.562442,69,深圳石油大厦,66
18848,80427957,2,1.2,2014-06-10 13:46:21,西部公共汽车,334路,粤BH1231,114.03115,22.562467,69,深圳石油大厦,66
18889,291781628,2,1.2,2014-06-10 13:46:32,西部公共汽车,334路,粤BH1231,114.03115,22.562467,69,深圳石油大厦,66
18846,50617329,2,1.0,2014-06-10 13:47:36,西部公共汽车,334路,粤BH1231,114.02275,22.560882,34,北环香梅北天桥,38
19099,330713253,2,1.6,2014-06-10 13:57:06,西部公共汽车,334路,粤BH1231,113.973617,22.564928,8,桃源村,43
18842,23033237,2,1.6,2014-06-10 13:57:08,西部公共汽车,334路,粤BH1231,113.973617,22.564928,8,桃源村,43
18905,294525311,2,1.6,2014-06-10 13:57:15,西部公共汽车,334路,粤BH1231,113.973617,22.564928,8,桃源村,43
18840,20174448,2,1.6,2014-06-10 13:57:26,西部公共汽车,334路,粤BH1231,113.971893,22.565731,41,鼎胜山邻,44
18989,326566634,2,1.6,2014-06-10 14:00:05,西部公共汽车,334路,粤BH1231,113.963378,22.569875,12,新屋村,45
18963,296290136,2,1.6,2014-06-10 14:00:06,西部公共汽车,334路,粤BH1231,113.963378,22.569875,12,新屋村,45
18993,329279157,2,1.6,2014-06-10 14:01:59,西部公共汽车,334路,粤BH1231,113.958801,22.570983,28,龙辉花园,46
18890,291863994,2,1.6,2014-06-10 14:04:02,西部公共汽车,334路,粤BH1231,113.9505,22.569791,28,龙辉花园,46
18979,322955049,2,1.6,2014-06-10 14:04:12,西部公共汽车,334路,粤BH1231,113.951286,22.568315,28,龙辉花园,46
18881,280727215,2,1.6,2014-06-10 14:08:42,西部公共汽车,334路,粤BH1231,113.946807,22.559036,40,松坪村,49
18891,292120460,2,1.6,2014-06-10 14:10:15,西部公共汽车,334路,粤BH1231,113.941261,22.560022,33,孙逸仙心血管医院,51
19107,660315580,2,1.6,2014-06-10 14:10:16,西部公共汽车,334路,粤BH1231,113.941261,22.560022,33,孙逸仙心血管医院,51
18991,328351183,2,1.6,2014-06-10 14:15:23,西部公共汽车,334路,粤BH1231,113.940559,22.548286,53,科苑北,54
18907,294594311,2,1.2,2014-06-10 14:18:45,西部公共汽车,334路,粤BH1231,113.943496,22.546524,54,深南科技立交北,56
19104,361360101,2,1.2,2014-06-10 14:18:48,西部公共汽车,334路,粤BH1231,113.943496,22.546524,54,深南科技立交北,56
20448,293395772,2,1.6,2014-06-10 18:38:05,西部公共汽车,334路,粤BH1231,114.07225,22.654617,26,雪象新村,1
